Voter address,Supports,Stake,Block number,Transaction hash,Used Aragon client
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,true,1,4319135,0xe7db5b1b69cccaf3722490afbc0757f9b1f916d6cb8a9290f355836e1a8e23b3,true
0x6f82dfd56a399390efe5140d8e0390b200dbb935,true,1,4334691,0x7055b98196fc10231b099186e1aeee9c1f5da61c75d45e8a054d80a1a26ea6d9,true
0x2cd23b6eea4663392c6146a34e682bb8a9c4a95b,true,1,4334957,0x8f0ce020ea749e3b6e034ace9eb8012b7998340a3776237eeff84cd208326475,true
0xbe40dcadb6bf4de1c7810eca3504e5f3bea9cf35,true,1,4345251,0x0585ebf7e7bbf3de0f0cdea89e9c272726ace9b7db8512716bd810a20177a109,true
0x016b4de659f33f27e0c9281e41c5ebd6942c6f61,false,1,4346509,0xa80a22de7d259849ed89e18380b2e4b1740f1b2cf3230ce83da3848425a0a963,true
0x3e0b02c9f2c5107c2747fcb0e68d997be2fa0f7f,false,1,4346515,0xe4d5be32cd226a4cb529bd54ce64c61e1a040ea8373bbd3bedfb38f04f706e3c,true
0x505559e39993cac587560368bdc04d93c62b35b1,false,1,4353381,0x58454947e1ab04c5bf72cec74da1e85017ac5448cd427521f5b586cd4e2367f2,true
0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,true,1,4359018,0x753b7f3d485f3939ff3a798889f3a7218617901d133e26821362565c0a16ee7d,true
