Voter address,Supports,Stake,Block number,Transaction hash,Used Aragon client
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,true,1,4319134,0x6dae40799e0c1ddbf70f9bfc127271b890a415327af2bc0de02e7ad23b5d5b75,true
0x2cd23b6eea4663392c6146a34e682bb8a9c4a95b,true,1,4334958,0x32026592442a1b47fff2048a8da315c9f5bcfa7bc44bc6a5c928ae601be2893f,true
0xbe40dcadb6bf4de1c7810eca3504e5f3bea9cf35,true,1,4345252,0x91420e3958c1cc9f5688eebd0cab5d7f86b613bcaca01d5c01236091d1093634,true
0x016b4de659f33f27e0c9281e41c5ebd6942c6f61,true,1,4346505,0x32eb0abb09a01050bb754c7f4f7a0e5a28d2960c8f1ab4eb4770a8f4b485f67f,true
0x6f82dfd56a399390efe5140d8e0390b200dbb935,true,1,4346610,0x198c1650d7778c25613dbfcc3caed57bbe6434b9ea5933c6e01aada5ffadd7e8,true
0x8873b045d40a458e46e356a96279ae1820a898ba,true,1,4346669,0xdc4361455b77678422b31a52076159574eed82dc9ba7a5995d6913590abf08ba,true
0xbfc7cae0fad9b346270ae8fde24827d2d779ef07,true,1,4359021,0xe776d9a71303e4cf5f6a41d195ddccd31903e4fa399cb4fc74e971a0a7292fbe,true
