Voter address,Supports,Stake,Block number,Transaction hash,Used Aragon client
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,true,1,4317692,0x11ba28d733d5937889e60818d59615b419d17e0b4fe6c3c0b2d2ca3975825069,true
0x016b4de659f33f27e0c9281e41c5ebd6942c6f61,true,1,4317935,0xcb27c505b3915708d10e93a707ceb1c93f1db7ae76e36b3b615a580b553fce75,true
0x2cd23b6eea4663392c6146a34e682bb8a9c4a95b,true,1,4334958,0xe1864f80f6b6d253a4be6d32930a3e8d6d7baf567b9d770cc50f8718cc840a00,true
0x2cd23b6eea4663392c6146a34e682bb8a9c4a95b,true,1,4334959,0x761c35629fed0b25a89f0730cf588c649d097531d85c0025c8d21b74de29aa65,true
0xbe40dcadb6bf4de1c7810eca3504e5f3bea9cf35,true,1,4345253,0x4802001fe7e90e4bd31a38ddd4d12e2ca28877d3f0605f167bfb69bb396189c0,true
0x6f82dfd56a399390efe5140d8e0390b200dbb935,true,1,4346455,0xd78af12c7560da0787a06fec9e94f4202d19349257fa6714143b4ed56f533aef,true
0x3e0b02c9f2c5107c2747fcb0e68d997be2fa0f7f,true,1,4346513,0x0b6e962ce6dd5b903c5c4236ff62f5e04d9f59a4a50d9a7a683c03e72d28f256,true
0x8873b045d40a458e46e356a96279ae1820a898ba,true,1,4346667,0x07e069eba95cacc392b9cab8a2cf01320830826dc1a1560c2404ae819409b6a0,true
0x505559e39993cac587560368bdc04d93c62b35b1,true,1,4357483,0x6f0b8e38fcf844361b2ea7af3821c03ced376be14d3f912d48650ccac7978222,true
